Project #,Request Status,Queue Date,Withdrawn Date,Done Date,Appl In Service Date,Transmission Owner,County,State,County FIPS Code,Study Cycle,Study Group,Study Phase,Service Type,POI Name,Summer MW,Winter MW,Fuel,Generating Facility,Post GIA Status,Negotiated In Service Date,Decision Point 1 ERIS MW,Decision Point 1 NRIS MW,Decision Point 2 ERIS MW,Decision Point 2 NRIS MW
J819,Withdrawn,6/16/17,5/26/20,5/20/20,9/15/20,American Transmission Co. LLC,Lafayette County,WI,55065,DPP-2017-AUG,East (ATC),GIA,NRIS,Darlington 138kV Substation,99.9,99.9,Wind,WT Wind Turbine,Withdrawn,9/1/21,99.9,99.9,99.9,99.9
J820,Withdrawn,6/16/17,8/3/17,,9/15/20,"Michigan Electric Transmission Company, LLC",Eaton County,MI,26045,DPP-2017-AUG,East (ITC),GIA,NRIS,Oneida 345kV Substation,100.05,100.05,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J821,Withdrawn,6/16/17,5/26/20,10/17/19,9/15/20,American Transmission Co. LLC,Marathon County,WI,55073,DPP-2017-AUG,East (ATC),GIA,NRIS,Wein - Stratford 115 kV Line Tap,99.9,99.9,Wind,WT Wind Turbine,Withdrawn,8/27/21,99.9,99.9,99.9,99.9
J822,Withdrawn,6/16/17,1/8/19,,1/30/19,Entergy,Lonoke County,AR,05085,DPP-2017-AUG,South,GIA,NRIS,Lynch SES Switchyard - Carlisle 115kV Line,100,100,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J823,Withdrawn,6/16/17,2/6/19,,9/15/20,ITC Midwest,Clark County,MO,29045,DPP-2017-AUG,West,PHASE 3,NRIS,Twin Rivers - Twin Rivers Tap - Palmyra 161kV Line,50,50,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J824,Withdrawn,6/16/17,4/17/19,,9/30/20,Duke Energy Corporation,"Sullivan County,Vigo County",IN,#N/A,DPP-2017-AUG,Central,GIA,NRIS,Vigo-Farmersburg Junction 138kV Line,245,245,Solar,PV Photovoltaic,Not Started,,150,150,0,0
J825,Withdrawn,6/16/17,1/8/19,,9/15/20,American Transmission Co. LLC,Green County,WI,55045,DPP-2017-AUG,East (ATC),GIA,NRIS,North Monroe - Albany 138kV Line,99.9,99.9,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J826,Done,6/16/17,,12/17/19,9/1/20,Ameren Illinois,McLean County,IL,17113,DPP-2017-AUG,Central,GIA,NRIS,Weedman Substation 138kV Bus,100,100,Wind,WT Wind Turbine,Under Construction,5/28/21,100,100,100,100
J827,Withdrawn,6/16/17,1/8/19,,9/30/20,Duke Energy Corporation,"Fountain County,Montgomery County,Tippecanoe County",IN,#N/A,DPP-2017-AUG,Central,GIA,NRIS,Lafayette - Veedsburg West - Attica 230kV Line,300,300,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J828,Withdrawn,6/16/17,2/7/18,,8/1/20,Duke Energy Corporation,Montgomery County,IN,18107,DPP-2017-AUG,Central,GIA,NRIS,Crawfordsville - Linden Tap 138kV Line,151.8,151.8,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J829,Done,6/16/17,,5/26/20,9/30/20,Duke Energy Corporation,Sullivan County,IN,18153,DPP-2017-AUG,Central,GIA,NRIS,Dresser - Merom 345kV Line,250,250,Solar,PV Photovoltaic,Under Construction,9/1/22,250,250,250,250
J830,Done,6/16/17,,3/5/20,6/1/20,Entergy,Madison County,MS,28089,DPP-2017-AUG,South,GIA,NRIS,Canton South to Hoy Road 230 kV Line,100,100,Solar,PV Photovoltaic,Under Construction,11/15/21,100,100,100,100
J831,Done,6/16/17,,11/12/19,6/16/17,American Transmission Co. LLC,Ozaukee County,WI,55089,DPP-2017-AUG,East (ATC),GIA,NRIS,Port Washington Generating Switchyard 138 kV,40,48,Combined Cycle,Combined Cycle,In Service,10/28/19,48,48,48,48
J832,Done,6/16/17,,6/12/20,4/1/20,"Michigan Electric Transmission Company, LLC",Cheboygan County,MI,26031,DPP-2017-AUG,East (ITC),GIA,NRIS,Port Calcite - Riggsville 138kV Line,100,100,Solar,PV Photovoltaic,Under Construction,12/31/22,91,91,91,91
J833,Done,6/16/17,,6/17/20,4/1/20,ITC Transmission,Washtenaw County,MI,26161,DPP-2017-AUG,East (ITC),GIA,NRIS,Milan-Pioneer 120kV line tap,100,100,Solar,PV Photovoltaic,Under Construction,4/29/22,50,50,50,50
J834,Done,6/16/17,,3/6/20,9/1/20,Entergy,Phillips County,AR,05107,DPP-2017-AUG,South,GIA,NRIS,Robert E Ritchie 230kV Substation,100,100,Solar,PV Photovoltaic,Under Construction,11/15/21,100,100,100,100
J835,Withdrawn,6/16/17,4/17/19,,7/1/20,Ameren Illinois,Morgan County,IL,17137,DPP-2017-AUG,Central,GIA,NRIS,Meredosia - Austin 345kV Line,200,200,Wind,WT Wind Turbine,Not Started,,200,200,0,0
J836,Active,6/16/17,,,11/1/21,ITC Midwest,Kossuth County,IA,19109,DPP-2017-AUG,West,PHASE 3,ERIS,Ledyard 345kV Substation,200,200,Wind,WT Wind Turbine,Not Started,,200,0,200,0
J837,Done,6/16/17,,10/21/19,8/1/20,Northern Indiana Public Service Company,White County,IN,18181,DPP-2017-AUG,Central,GIA,NRIS,Reynolds 345kV Substation,200.1,200.1,Wind,WT Wind Turbine,Under Construction,8/15/21,200.1,80,200.1,80
J838,Done,6/16/17,,10/21/19,8/1/20,Northern Indiana Public Service Company,White County,IN,18181,DPP-2017-AUG,Central,GIA,NRIS,Reynolds 345kV Substation,200.1,200.1,Wind,WT Wind Turbine,Under Construction,8/15/21,100,40,100,40
J839,Withdrawn,6/16/17,5/27/20,,4/1/20,ITC Transmission,Lapeer County,MI,26087,DPP-2017-AUG,East (ITC),GIA,NRIS,Otsego Tap - Otsego 120 kV Line Tap,100,100,Solar,PV Photovoltaic,Withdrawn,3/31/23,58,58,58,58
J840,Withdrawn,6/16/17,1/29/21,,7/1/21,MidAmerican Energy Company,Humboldt County,IA,19091,DPP-2017-AUG,West,PHASE 3,NRIS,Kossuth - Webster 345 kV Line,150,150,Wind,WT Wind Turbine,Not Started,,150,150,0,0
J841,Withdrawn,6/16/17,1/24/20,,4/1/20,"Michigan Electric Transmission Company, LLC",Saginaw County,MI,26145,DPP-2017-AUG,East (ITC),GIA,NRIS,Orr RD 138 kV Substation,702,725,Combined Cycle,Combined Cycle,Not Started,,725,725,725,702
J842,Withdrawn,6/16/17,2/10/20,,7/1/20,"Southern Indiana Gas & Electric Company d/b/a Vectren Energy Delivery of Indiana, Inc.",Gibson County,IN,18051,DPP-2017-AUG,Central,GIA,NRIS,Gibson - Brown 345kV Line,200,200,Wind,WT Wind Turbine,Not Started,9/14/22,200,200,200,200
J843,Withdrawn,6/16/17,2/10/20,,7/1/20,Duke Energy Corporation,Gibson County,IN,18051,DPP-2017-AUG,Central,GIA,NRIS,Gibson - Francisco 345kV Line,200,200,Wind,WT Wind Turbine,Not Started,9/1/21,200,200,200,200
J844,Done,6/16/17,,12/10/19,9/1/20,Ameren Transmission Company of Illinois,Knox County,IL,17095,DPP-2017-AUG,Central,GIA,ERIS,Sandburg Substation 138kV Bus,300,300,Wind,WT Wind Turbine,Under Construction,5/28/21,147,0,147,0
J845,Done,6/16/17,,12/6/19,9/1/20,Ameren Illinois,Ford County,IL,17053,DPP-2017-AUG,Central,GIA,NRIS,Gibson City South - Paxton East 138kV Line,120,120,Wind,WT Wind Turbine,Under Construction,6/1/21,120,52,120,52
J846,Withdrawn,6/16/17,1/9/19,,4/1/20,"Michigan Electric Transmission Company, LLC",Hillsdale County,MI,26059,DPP-2017-AUG,East (ITC),GIA,NRIS,Moore Roadtyd - Coldwater Creek 138 kV Line Tap,140,140,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J847,Done,6/16/17,,9/17/19,4/1/20,Northern Indiana Public Service Company,Jasper County,IN,18073,DPP-2017-AUG,Central,GIA,NRIS,Schahfer Tap 138kV Substation,90,90,Solar,PV Photovoltaic,Under Construction,4/1/21,90,90,90,90
J848,Done,6/16/17,,4/17/20,9/30/20,Ameren Transmission Company of Illinois,Christian County,IL,17021,DPP-2017-AUG,Central,GIA,NRIS,Pana Substation 138kV Bus,250,250,Wind,WT Wind Turbine,Under Construction,5/28/21,250,250,235,235
J849,Done,6/16/17,,6/26/19,4/1/20,American Transmission Co. LLC,Delta County,MI,26041,DPP-2017-AUG,East (UP),GIA,NRIS,Chandler 138 kV Substation,125,125,Solar,PV Photovoltaic,Under Construction,4/1/22,125,125,125,125
J850,Done,6/16/17,,4/24/20,9/30/21,American Transmission Co. LLC,Rock County,WI,55105,DPP-2017-AUG,East (ATC),GIA,NRIS,RCEC Bradford - W. Darien 138kV Line,250,250,Solar,PV Photovoltaic,Under Construction,9/24/22,250,250,250,250
J851,Withdrawn,6/16/17,1/8/19,,10/1/19,Duke Energy Corporation,Henry County,IN,18065,DPP-2017-AUG,Central,GIA,NRIS,Fall Creek - New Castle 138kV Line,50,50,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J852,Withdrawn,6/16/17,1/7/19,,7/1/19,Entergy,Ouachita Parish,LA,22073,DPP-2017-AUG,South,GIA,NRIS,Rilla - Riverton 115kV Line Tap,100,100,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J853,Done,6/16/17,,12/20/19,9/1/19,Ameren Illinois,White County,IL,17193,DPP-2017-AUG,Central,GIA,NRIS,Norris City North Substation 138kV Bus,149,149,Solar,PV Photovoltaic,Under Construction,5/28/21,149,149,149,149
J854,Withdrawn,6/16/17,8/8/17,,4/1/19,Ameren Illinois,Randolph County,IL,17157,DPP-2017-AUG,Central,GIA,ERIS,Baldwin 138KV Substation,30,30,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J855,Done,6/16/17,,11/14/19,8/1/19,American Transmission Co. LLC,"Grant County,Iowa County",WI,#N/A,DPP-2017-AUG,East (ATC),GIA,NRIS,Lancaster - Eden 138 kV Line Tap,100,100,Wind,WT Wind Turbine,Under Construction,11/6/20,100,100,99.99,99.99
J856,Done,6/16/17,,11/15/19,4/1/21,"Southern Indiana Gas & Electric Company d/b/a Vectren Energy Delivery of Indiana, Inc.",Vanderburgh County,IN,18163,DPP-2017-AUG,Central,GIA,NRIS,Scott (TWP 138/69) 138 kV Substation,80,80,Solar,PV Photovoltaic,Under Construction,3/15/21,80,80,80,80
J857,Done,6/16/17,,6/10/20,9/1/19,"Michigan Electric Transmission Company, LLC",Calhoun County,MI,26025,DPP-2017-AUG,East (ITC),GIA,NRIS,Verona - Foundry 138 kV Line Tap,124.95,124.95,Solar,PV Photovoltaic,Under Construction,2/7/22,124.95,124.95,124.95,124.95
J858,Withdrawn,6/16/17,9/1/17,,9/29/19,Entergy,Bradley County,AR,05011,DPP-2017-AUG,South,GIA,NRIS,Hilo 115 kV Switch,140,140,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J859,Done,6/16/17,,1/23/20,9/1/19,Ameren Illinois,Cass County,IL,17017,DPP-2017-AUG,Central,GIA,NRIS,Frederick North - Meredosia East 138kV Line,149.94,149.94,Solar,PV Photovoltaic,Under Construction,5/31/22,149.94,149.94,149.94,149.94
J860,Withdrawn,6/16/17,1/7/19,,3/30/20,Entergy,Jefferson Davis Parish,LA,22053,DPP-2017-AUG,South,GIA,NRIS,New Jefferson Davis 138 kV Substation,200,200,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J861,Withdrawn,6/16/17,5/22/18,,9/1/20,American Transmission Co. LLC,Marquette County,MI,26103,DPP-2017-AUG,East (UP),GIA,NRIS,Dead River - Arnold 345 kV Line,99.96,99.96,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J862,Withdrawn,6/16/17,3/25/19,,5/31/19,Entergy,Orleans Parish,LA,22071,DPP-2017-AUG,South,GIA,NRIS,NASA-Michoud 115 kV Line,20,20,Solar,PV Photovoltaic,Not Started,,20,20,0,0
J863,Withdrawn,6/16/17,12/18/18,,1/1/21,Northern States Power (Xcel Energy),Dakota County,MN,27037,DPP-2017-AUG,West,PHASE 3,NRIS,Rosemount  - Nininger 115kV Line,220,220,Gas,CT Combustion Turbine (Simple Cycle),Not Started,,0,0,0,0
J864,Done,6/16/17,,4/27/20,9/1/21,American Transmission Co. LLC,Richland County,WI,55103,DPP-2017-AUG,East (ATC),GIA,NRIS,Lone Rock 69kV Substation,49.98,49.98,Solar,PV Photovoltaic,Under Construction,9/1/22,49.98,49.98,49.98,49.98
J865,Withdrawn,6/16/17,1/9/19,,9/1/20,ITC Transmission,St. Clair County,MI,26147,DPP-2017-AUG,East (ITC),GIA,NRIS,Lee - Menlo 120kV Line,79.97,79.97,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J866,Done,6/16/17,,4/6/20,3/30/20,Entergy,Tunica County,MS,28143,DPP-2017-AUG,South,GIA,NRIS,Batesville - Robert E. Ritchie 230 kV line,200,200,Wind,WT Wind Turbine,Under Construction,7/1/21,200,200,200,200
J867,Withdrawn,6/16/17,1/7/19,,9/29/19,Entergy,Polk County,TX,48373,DPP-2017-AUG,South,GIA,NRIS,Gulf Livingston - SHECO Menard,200,200,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J868,Done,6/16/17,,3/5/20,,Entergy,Concordia Parish,LA,22029,DPP-2017-AUG,South,GIA,NRIS,Plantation 115 kV Substation,37.2,37.2,Hydro,OT Other,Under Construction,12/3/90,0,25.33,0,23.5
J869,Withdrawn,6/16/17,10/24/19,,9/1/22,Great River Energy,Sherburne County,MN,27141,DPP-2017-AUG,West,PHASE 3,NRIS,Cable - Cable Tap 69kV Substation,49.98,49.98,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J870,Done,6/16/17,,2/21/20,9/10/21,American Transmission Co. LLC,"Grant County,Iowa County",WI,#N/A,DPP-2017-AUG,East (ATC),GIA,NRIS,Eden - Wyoming Valley 138kV Line Tap,200,200,Solar,PV Photovoltaic,Under Construction,8/1/20,200,200,200,200
J871,Done,6/16/17,,2/21/20,9/10/21,American Transmission Co. LLC,"Grant County,Iowa County",WI,#N/A,DPP-2017-AUG,East (ATC),GIA,NRIS,Eden - Wyoming Valley 138kV Line Tap,100,100,Solar,PV Photovoltaic,Under Construction,8/1/21,100,100,100,100
J872,Withdrawn,6/16/17,1/8/19,,9/1/20,Ameren Illinois,Macon County,IL,17115,DPP-2017-AUG,Central,GIA,NRIS,Blue Mount tap on the Pana-Route 51D-1462 138kV line,200,200,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J873,Withdrawn,6/16/17,1/29/21,,7/1/21,ITC Midwest,Hardin County,IA,19083,DPP-2017-AUG,West,PHASE 3,NRIS,Killdeer- Blackhawk 345kV Line,200,200,Wind,WT Wind Turbine,Not Started,,200,200,0,0
J874,Active,6/16/17,,,9/30/21,Northern States Power (Xcel Energy),Murray County,MN,27101,DPP-2017-AUG,West,PHASE 3,NRIS,Fenton - Chanarambie 115kV Line,150,150,Solar,PV Photovoltaic,Not Started,,150,150,150,150
J875,Done,6/16/17,,8/6/20,9/10/20,"Michigan Electric Transmission Company, LLC",Lenawee County,MI,26091,DPP-2017-AUG,East (ITC),GIA,NRIS,Par - Raisin Road 138kV Line,150,150,Solar,PV Photovoltaic,Under Construction,11/18/22,150,150,150,150
J876,Withdrawn,6/16/17,7/23/19,,9/15/20,ITC Midwest,Faribault County,MN,27043,DPP-2017-AUG,West,PHASE 3,NRIS,Huntley 345kV sub,200,200,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J877,Active,6/16/17,,,9/30/21,MidAmerican Energy Company,Palo Alto County,IA,19147,DPP-2017-AUG,West,PHASE 3,NRIS,Obrien - Kossuth 345kV Line (J529 & J590 New Substation),250,250,Solar,PV Photovoltaic,Not Started,,250,250,250,250
J878,Done,6/16/17,,4/28/20,9/10/21,American Transmission Co. LLC,Kenosha County,WI,55059,DPP-2017-AUG,East (ATC),GIA,NRIS,Paris 138kV Substation,200,200,Solar,PV Photovoltaic,Under Construction,9/1/22,200,200,200,200
J879,Withdrawn,6/16/17,5/11/18,,9/23/20,American Transmission Co. LLC,Baraga County,MI,26013,DPP-2017-AUG,East (UP),GIA,NRIS,North Lake 138 kV Substation,70,70,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J880,Withdrawn,6/16/17,10/24/19,,9/15/20,Northern States Power (Xcel Energy),Ward County,ND,38101,DPP-2017-AUG,West,PHASE 3,NRIS,Magic City 230kV sub,150,150,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J881,Withdrawn,6/16/17,7/17/17,,4/1/19,Ameren Illinois,Jasper County,IL,17079,DPP-2017-AUG,Central,GIA,ERIS,Newton 138kV Substation,45,45,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J882,Withdrawn,6/16/17,8/8/17,,4/1/19,Ameren Illinois,Montgomery County,IL,17135,DPP-2017-AUG,Central,GIA,ERIS,Coffeen North 138kV Substation,15,15,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J883,Withdrawn,6/16/17,12/4/20,12/4/19,10/1/20,Northern Indiana Public Service Company,Pulaski County,IN,18131,DPP-2017-AUG,Central,GIA,NRIS,Monticello-East Winamac,80,80,Wind,WT Wind Turbine,Withdrawn,5/1/22,80,80,80,80
J884,Withdrawn,6/16/17,12/18/19,,9/15/20,Ameren Illinois,McLean County,IL,17113,DPP-2017-AUG,Central,GIA,NRIS,Brokaw - Gibson City South 138 kV Line,100,100,Solar,PV Photovoltaic,Not Started,5/28/21,100,100,100,100
J885,Withdrawn,6/16/17,1/29/21,,9/30/20,ITC Midwest,Worth County,IA,19195,DPP-2017-AUG,West,PHASE 3,NRIS,J407 Glenworth 161kV Substation,64,64,Wind,WT Wind Turbine,Not Started,,64,64,0,0
J886,Done,6/16/17,,11/25/19,9/15/20,American Transmission Co. LLC,Manitowoc County,WI,55071,DPP-2017-AUG,East (ATC),GIA,NRIS,Kewaunee 138 kV Substation,150,150,Solar,PV Photovoltaic,In Service,8/1/20,150,150,150,150
J887,Withdrawn,6/16/17,1/8/19,,9/30/20,Ameren Illinois,Knox County,IL,17095,DPP-2017-AUG,Central,GIA,NRIS,G545 138kV Substation,75,75,Wind,WT Wind Turbine,Not Started,9/15/19,0,0,0,0
J888,Done,6/16/17,,8/19/19,1/1/19,South Mississippi Electric Power Association,George County,MS,28039,DPP-2017-AUG,South,GIA,NRIS,Benndale 69kV Substation,25,25,Gas,CT Combustion Turbine (Simple Cycle),In Service,7/22/19,25,25,25,25
J889,Withdrawn,6/16/17,10/24/19,,9/15/20,Great River Energy,Nelson County,ND,38063,DPP-2017-AUG,West,PHASE 3,NRIS,Ramsey - Prairie 230KV Line Tap,150,150,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J890,Withdrawn,6/16/17,1/9/19,,9/15/20,"Michigan Electric Transmission Company, LLC",Presque Isle County,MI,26141,DPP-2017-AUG,East (ITC),GIA,NRIS,Port Calcite - Riggsville 138kV Line,100,100,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J891,Withdrawn,6/16/17,7/23/19,,9/15/20,Northern States Power (Xcel Energy),Pipestone County,MN,27117,DPP-2017-AUG,West,PHASE 3,NRIS,Buffalo Ridge - Pipestone 115kV Line Tap,300,300,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J892,Withdrawn,6/16/17,3/12/18,,9/1/19,American Transmission Co. LLC,Walworth County,WI,55127,DPP-2017-AUG,East (ATC),GIA,NRIS,Bluff Creek (Tap) to Sugar Creek 138 kV line tap,74.97,74.97,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J893,Done,6/16/17,,11/20/19,8/1/21,Entergy,White County,AR,05145,DPP-2017-AUG,South,GIA,NRIS,Searcy Price Sub 161kV,100,100,Solar,PV Photovoltaic,Under Construction,8/1/21,100,100,100,100
J894,Withdrawn,6/16/17,1/7/19,,4/1/20,Entergy,Woodruff County,AR,05147,DPP-2017-AUG,South,GIA,ERIS,McCrory - Moses 161kV Substation,45,45,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J895,Withdrawn,6/16/17,1/7/19,,4/1/20,Entergy,Lonoke County,AR,05085,DPP-2017-AUG,South,GIA,ERIS,Carlisle - Lonoke East 115kV Line Tap,33,33,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J896,Withdrawn,6/16/17,6/18/18,,10/15/19,MidAmerican Energy Company,Crawford County,IA,19047,DPP-2017-AUG,West,PHASE 3,NRIS,Victory 161 kV Substation,150,150,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J897,Active,6/16/17,,,10/1/21,Great River Energy,Grand Forks County,ND,38035,DPP-2017-AUG,West,PHASE 3,ERIS,Prairie - Ramsey 230 kV line,190,190,Wind,WT Wind Turbine,Not Started,,190,190,190,0
J898,Active,6/16/17,,,10/1/21,Dairyland Power Cooperative,Howard County,IA,19089,DPP-2017-AUG,West,PHASE 3,ERIS,Rice - Beaver Creek 161kV line tap,100,100,Wind,WT Wind Turbine,Not Started,,100,100,100,0
J899,Withdrawn,6/16/17,3/25/19,,10/15/19,Entergy,Carroll County,AR,05015,DPP-2017-AUG,South,GIA,NRIS,Green Forest South - Harrison West 161kV,180,180,Wind,WT Wind Turbine,Not Started,,180,180,0,0
J900,Withdrawn,6/16/17,1/7/19,,9/15/20,Entergy,Livingston Parish,LA,22063,DPP-2017-AUG,South,GIA,NRIS,Coly - Vignes 230kV Line,200,200,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J901,Active,6/16/17,,,10/1/21,Northern States Power (Xcel Energy),Redwood County,MN,27127,DPP-2017-AUG,West,PHASE 3,ERIS,Lyon County - Cedar Mountain Line,200,200,Wind,WT Wind Turbine,Not Started,,200,200,200,0
J902,Withdrawn,6/16/17,1/7/19,,9/1/19,Entergy,Ashley County,AR,05003,DPP-2017-AUG,South,GIA,NRIS,AECC Mist to Montrose 115 kV line,99.96,99.96,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J903,Done,6/16/17,,12/6/19,9/15/20,Duke Energy Corporation,Henry County,IN,18065,DPP-2017-AUG,Central,GIA,NRIS,Greensboro 138 kV Substation,100,100,Solar,PV Photovoltaic,Under Construction,5/1/23,100,100,100,100
J904,Withdrawn,6/16/17,1/7/19,,9/15/19,Entergy,Ashley County,AR,05003,DPP-2017-AUG,South,GIA,NRIS,Hamburg - Mist 115kV Line,100,100,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J905,Withdrawn,6/16/17,1/29/21,,9/15/20,Northern States Power (Xcel Energy),Pipestone County,MN,27117,DPP-2017-AUG,West,PHASE 3,NRIS,Buffalo Ridge 115kV Substation,40,40,Solar,PV Photovoltaic,Not Started,,40,40,0,0
J906,Withdrawn,6/16/17,2/7/20,,7/1/20,"Michigan Electric Transmission Company, LLC",Muskegon County,MI,26121,DPP-2017-AUG,East (ITC),GIA,NRIS,Kenowa - Ludington 345 kV Line Tap,100,100,Wind,WT Wind Turbine,Withdrawn,,100,100,100,100
J907,Done,6/16/17,,3/24/20,9/1/22,Entergy,Monroe County,AR,05095,DPP-2017-AUG,South,GIA,NRIS,Brinkley East - Aubrey 230 kV Line,200,200,Solar,PV Photovoltaic,Under Construction,6/1/22,100,100,100,100
J908,Done,6/16/17,,3/4/20,9/1/21,Entergy,Tallahatchie County,MS,28135,DPP-2017-AUG,South,GIA,NRIS,Webb 115kV Substation,100,100,Solar,PV Photovoltaic,Under Construction,6/1/23,100,100,100,100
J909,Done,6/16/17,,11/22/19,9/1/21,Entergy,Tangipahoa Parish,LA,22105,DPP-2017-AUG,South,GIA,NRIS,Amite 115 kV Substation,100,100,Solar,PV Photovoltaic,Under Construction,2/15/22,100,100,100,100
J910,Withdrawn,6/16/17,1/7/19,,9/15/20,Entergy,Hinds County,MS,28049,DPP-2017-AUG,South,GIA,NRIS,Clinton Industrial 230kV Substation,150,150,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J911,Withdrawn,6/16/17,1/7/19,,9/15/20,Entergy,Montgomery County,TX,48339,DPP-2017-AUG,South,GIA,NRIS,Porter 230kV Substation,150,150,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J912,Done,6/16/17,,4/16/20,9/15/20,Ameren Transmission Company of Illinois,Christian County,IL,17021,DPP-2017-AUG,Central,GIA,NRIS,Pana Substation 138kV Bus,100,100,Solar,PV Photovoltaic,Under Construction,9/15/23,100,100,100,100
J913,Done,6/16/17,,12/3/19,8/1/20,Northern Indiana Public Service Company,White County,IN,18181,DPP-2017-AUG,Central,GIA,NRIS,Reynolds 345kV Substation,200,200,Solar,PV Photovoltaic,Under Construction,8/15/22,200,160,200,160
J914,Withdrawn,6/16/17,1/9/19,,10/1/19,"Michigan Electric Transmission Company, LLC",Manistee County,MI,26101,DPP-2017-AUG,East (ITC),GIA,NRIS,Filer City 138 kV Substation,30,30,Gas,CT Combustion Turbine (Simple Cycle),Not Started,,0,0,0,0
J915,Withdrawn,6/16/17,1/7/19,,9/15/20,Entergy,Liberty County,TX,48291,DPP-2017-AUG,South,GIA,NRIS,Parkway - East Gate 138kV line,100,100,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J916,Withdrawn,6/16/17,1/29/21,,7/6/20,ITC Midwest,Cottonwood County,MN,27033,DPP-2017-AUG,West,PHASE 3,NRIS,Mountain Lake 69kV Substation,2,2,Diesel,CT Combustion Turbine (Simple Cycle),Not Started,,2,2,0,0
J917,Withdrawn,6/16/17,1/7/19,,11/1/19,Entergy,Liberty County,TX,48291,DPP-2017-AUG,South,GIA,NRIS,Tarkington - New Long John 138kV line tap,78,78,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J919,Done,6/16/17,,11/21/19,8/1/21,Entergy,Jackson County,AR,05067,DPP-2017-AUG,South,GIA,NRIS,Cash - Newport AB 161 kV Line Tap,180,180,Solar,PV Photovoltaic,Under Construction,2/2/22,180,180,180,180
J919A - Error,Withdrawn,6/16/17,3/25/19,,9/1/21,Entergy,Richland Parish,LA,22083,DPP-2017-AUG,South,GIA,NRIS,Oak Ridge - Dunn 115kV Line,100,100,Solar,PV Photovoltaic,Not Started,,100,100,0,0
J920,Withdrawn,6/16/17,8/29/17,,8/31/19,Ameren Illinois,Pulaski County,IL,17153,DPP-2017-AUG,Central,GIA,NRIS,Joppa 161 kV Substation,100,100,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J921,Withdrawn,6/16/17,4/23/19,,7/1/19,"Michigan Electric Transmission Company, LLC",Ionia County,MI,26067,DPP-2017-AUG,East (ITC),GIA,NRIS,Thompson Road 138 kV Substation,146.7,146.7,Wind,WT Wind Turbine,Not Started,,146.7,146.7,0,0
J922,Withdrawn,6/16/17,1/7/19,,6/30/20,Entergy,Chicot County,AR,05017,DPP-2017-AUG,South,GIA,NRIS,Lake Village Bagby - Chicot 115kV Line,100,100,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J923,Withdrawn,6/16/17,1/8/19,,9/15/20,Entergy,Montgomery County,TX,48339,DPP-2017-AUG,South,GIA,NRIS,Porter 230kV Substation,50,50,Battery Storage,BS Battery Storage,Not Started,,0,0,0,0
J924,Withdrawn,6/16/17,1/8/19,,9/15/20,Entergy,Monroe County,AR,05095,DPP-2017-AUG,South,GIA,NRIS,Brinkley East - Aubrey 230 kV line,50,50,Battery Storage,BS Battery Storage,Not Started,,0,0,0,0
